Month,City,Units_Consumed,Tariff_Rate,Electricity_Bill
10,Hyderabad,336,8.4,2822.4
6,Mumbai,552,9.2,5078.4
6,Hyderabad,455,8.4,3822
8,Nagpur,584,8.9,5197.6
7,Kolkata,538,8.7,4680.6
10,Gurgaon,414,8.3,3436.2
8,Shimla,501,7.7,3857.7
3,Mumbai,518,9.2,4765.6
12,Faridabad,386,8.1,3126.6
3,Pune,536,9.1,4877.6
11,Kolkata,640,8.7,5568
1,Mumbai,702,9.2,6458.4
7,Ahmedabad,547,7.9,4321.3
5,Kolkata,600,8.7,5220
5,Nagpur,712,8.9,6336.8
5,Ratnagiri,614,7.4,4543.6
6,Ahmedabad,427,7.9,3373.3
9,Chennai,559,8.8,4919.2
12,Dahej,544,7.6,4134.4
3,Noida,482,8.2,3952.4
7,Faridabad,680,8.1,5508
12,Shimla,564,7.7,4342.8
1,Navi Mumbai,614,9.3,5710.2
11,Vadodara,457,7.8,3564.6
10,Nagpur,687,8.9,6114.3
4,Nagpur,462,8.9,4111.8
5,Gurgaon,565,8.3,4689.5
8,Chennai,541,8.8,4760.8
8,Noida,578,8.2,4739.6
10,Pune,691,9.1,6288.1
10,Dahej,617,7.6,4689.2
5,New Delhi,472,8.5,4012
9,Nagpur,476,8.9,4236.4
1,New Delhi,419,8.5,3561.5
6,Hyderabad,432,8.4,3628.8
11,Kolkata,515,8.7,4480.5
4,Ratnagiri,526,7.4,3892.4
10,Noida,659,8.2,5403.8
8,Pune,398,9.1,3621.8
2,Chennai,488,8.8,4294.4
7,Gurgaon,388,8.3,3220.4
12,Navi Mumbai,585,9.3,5440.5
10,New Delhi,664,8.5,5644
12,Shimla,390,7.7,3003
7,Faridabad,714,8.1,5783.4
10,Ratnagiri,310,7.4,2294
9,New Delhi,492,8.5,4182
2,Nagpur,468,8.9,4165.2
8,Gurgaon,315,8.3,2614.5
6,Dahej,402,7.6,3055.2
3,Pune,364,9.1,3312.4
2,Kolkata,409,8.7,3558.3
1,Chennai,676,8.8,5948.8
7,Shimla,429,7.7,3303.3
12,Kolkata,604,8.7,5254.8
3,Vadodara,454,7.8,3541.2
1,Kolkata,436,8.7,3793.2
9,Pune,550,9.1,5005
7,Shimla,637,7.7,4904.9
5,New Delhi,665,8.5,5652.5
7,Ahmedabad,464,7.9,3665.6
5,New Delhi,577,8.5,4904.5
7,Mumbai,697,9.2,6412.4
4,Hyderabad,431,8.4,3620.4
1,Noida,430,8.2,3526
7,Navi Mumbai,504,9.3,4687.2
6,Mumbai,640,9.2,5888
5,Navi Mumbai,501,9.3,4659.3
9,Nagpur,503,8.9,4476.7
5,Vadodara,679,7.8,5296.2
9,Dahej,497,7.6,3777.2
1,Chennai,375,8.8,3300
5,Noida,734,8.2,6018.8
8,Mumbai,443,9.2,4075.6
8,Hyderabad,657,8.4,5518.8
1,Navi Mumbai,638,9.3,5933.4
6,Pune,470,9.1,4277
12,Nagpur,488,8.9,4343.2
1,Ratnagiri,526,7.4,3892.4
1,Vadodara,564,7.8,4399.2
11,Mumbai,533,9.2,4903.6
11,New Delhi,379,8.5,3221.5
5,Mumbai,488,9.2,4489.6
10,Faridabad,535,8.1,4333.5
2,New Delhi,405,8.5,3442.5
2,Pune,810,9.1,7371
9,Kolkata,436,8.7,3793.2
12,Vadodara,456,7.8,3556.8
6,Shimla,407,7.7,3133.9
6,Chennai,678,8.8,5966.4
3,Nagpur,443,8.9,3942.7
8,Vadodara,328,7.8,2558.4
7,Gurgaon,698,8.3,5793.4
1,Hyderabad,521,8.4,4376.4
7,Gurgaon,481,8.3,3992.3
6,Navi Mumbai,614,9.3,5710.2
4,Ahmedabad,540,7.9,4266
9,Faridabad,584,8.1,4730.4
6,Kolkata,244,8.7,2122.8
9,Kolkata,487,8.7,4236.9
7,Mumbai,442,9.2,4066.4
5,Ahmedabad,645,7.9,5095.5
12,Kolkata,598,8.7,5202.6
7,Kolkata,820,8.7,7134
7,Ahmedabad,323,7.9,2551.7
5,Navi Mumbai,380,9.3,3534
4,Kolkata,617,8.7,5367.9
11,Shimla,544,7.7,4188.8
11,Shimla,388,7.7,2987.6
3,Hyderabad,491,8.4,4124.4
5,Shimla,473,7.7,3642.1
12,Navi Mumbai,566,9.3,5263.8
9,New Delhi,378,8.5,3213
6,Gurgaon,545,8.3,4523.5
2,Noida,421,8.2,3452.2
11,Dahej,485,7.6,3686
7,Ratnagiri,310,7.4,2294
5,Gurgaon,616,8.3,5112.8
12,Hyderabad,361,8.4,3032.4
12,Pune,581,9.1,5287.1
8,Kolkata,351,8.7,3053.7
4,Shimla,417,7.7,3210.9
8,Mumbai,634,9.2,5832.8
7,Navi Mumbai,304,9.3,2827.2
2,Kolkata,348,8.7,3027.6
1,Shimla,541,7.7,4165.7
5,Pune,633,9.1,5760.3
3,Noida,532,8.2,4362.4
6,Ratnagiri,474,7.4,3507.6
3,Navi Mumbai,400,9.3,3720
1,Gurgaon,300,8.3,2490
3,Hyderabad,342,8.4,2872.8
6,Mumbai,193,9.2,1775.6
6,Navi Mumbai,356,9.3,3310.8
3,Gurgaon,581,8.3,4822.3
11,Ahmedabad,490,7.9,3871
3,Chennai,671,8.8,5904.8
12,Chennai,478,8.8,4206.4
10,Ahmedabad,270,7.9,2133
6,Pune,636,9.1,5787.6
12,Chennai,621,8.8,5464.8
4,Kolkata,709,8.7,6168.3
12,Nagpur,501,8.9,4458.9
12,Ratnagiri,469,7.4,3470.6
1,Noida,691,8.2,5666.2
2,Ratnagiri,528,7.4,3907.2
4,Faridabad,557,8.1,4511.7
3,Kolkata,693,8.7,6029.1
1,Faridabad,484,8.1,3920.4
11,Ratnagiri,482,7.4,3566.8
6,Hyderabad,426,8.4,3578.4
9,Mumbai,402,9.2,3698.4
12,Nagpur,681,8.9,6060.9
10,Faridabad,642,8.1,5200.2
7,New Delhi,561,8.5,4768.5
11,Faridabad,464,8.1,3758.4
3,Chennai,615,8.8,5412
8,Chennai,675,8.8,5940
9,Hyderabad,405,8.4,3402
7,Chennai,752,8.8,6617.6
11,Mumbai,595,9.2,5474
10,Dahej,414,7.6,3146.4
1,Navi Mumbai,697,9.3,6482.1
10,Dahej,417,7.6,3169.2
2,Navi Mumbai,493,9.3,4584.9
9,Ratnagiri,453,7.4,3352.2
9,Dahej,336,7.6,2553.6
9,Noida,457,8.2,3747.4
7,Nagpur,327,8.9,2910.3
1,Hyderabad,162,8.4,1360.8
9,Vadodara,732,7.8,5709.6
5,Noida,564,8.2,4624.8
9,Ahmedabad,498,7.9,3934.2
7,Mumbai,607,9.2,5584.4
12,Dahej,242,7.6,1839.2
6,Mumbai,221,9.2,2033.2
8,Mumbai,585,9.2,5382
11,Hyderabad,572,8.4,4804.8
1,Pune,665,9.1,6051.5
5,Ratnagiri,538,7.4,3981.2
9,Shimla,550,7.7,4235
2,Mumbai,414,9.2,3808.8
4,Gurgaon,548,8.3,4548.4
12,Kolkata,478,8.7,4158.6
10,Ahmedabad,717,7.9,5664.3
10,Chennai,574,8.8,5051.2
11,Chennai,412,8.8,3625.6
6,Gurgaon,561,8.3,4656.3
6,New Delhi,479,8.5,4071.5
5,Vadodara,612,7.8,4773.6
5,Mumbai,478,9.2,4397.6
9,Kolkata,388,8.7,3375.6
5,Noida,481,8.2,3944.2
4,Kolkata,528,8.7,4593.6
11,Navi Mumbai,404,9.3,3757.2
10,Dahej,635,7.6,4826
11,Chennai,437,8.8,3845.6
7,Faridabad,780,8.1,6318
3,Navi Mumbai,699,9.3,6500.7
7,New Delhi,558,8.5,4743
9,Noida,547,8.2,4485.4
8,Chennai,468,8.8,4118.4
9,Hyderabad,587,8.4,4930.8
5,Ratnagiri,579,7.4,4284.6
3,Ratnagiri,667,7.4,4935.8
3,Pune,421,9.1,3831.1
2,Vadodara,466,7.8,3634.8
4,Kolkata,679,8.7,5907.3
4,Vadodara,325,7.8,2535
11,Mumbai,520,9.2,4784
1,Ratnagiri,376,7.4,2782.4
11,New Delhi,434,8.5,3689
3,Hyderabad,370,8.4,3108
12,Gurgaon,597,8.3,4955.1
2,Gurgaon,489,8.3,4058.7
12,Noida,424,8.2,3476.8
4,Pune,541,9.1,4923.1
1,New Delhi,381,8.5,3238.5
9,Navi Mumbai,556,9.3,5170.8
12,Faridabad,409,8.1,3312.9
1,New Delhi,457,8.5,3884.5
7,Chennai,516,8.8,4540.8
10,Ratnagiri,552,7.4,4084.8
7,Mumbai,348,9.2,3201.6
7,Navi Mumbai,540,9.3,5022
9,New Delhi,538,8.5,4573
12,Kolkata,637,8.7,5541.9
7,Mumbai,658,9.2,6053.6
3,Ratnagiri,490,7.4,3626
6,Dahej,161,7.6,1223.6
3,Faridabad,432,8.1,3499.2
10,Pune,667,9.1,6069.7
3,Kolkata,550,8.7,4785
11,New Delhi,612,8.5,5202
4,Hyderabad,355,8.4,2982
7,Ahmedabad,663,7.9,5237.7
12,Pune,566,9.1,5150.6
8,Nagpur,613,8.9,5455.7
2,Noida,331,8.2,2714.2
1,New Delhi,492,8.5,4182
11,Noida,613,8.2,5026.6
1,Vadodara,606,7.8,4726.8
6,Ahmedabad,563,7.9,4447.7
3,Ahmedabad,248,7.9,1959.2
5,Faridabad,508,8.1,4114.8
2,Ratnagiri,475,7.4,3515
10,Vadodara,609,7.8,4750.2
3,Pune,373,9.1,3394.3
11,Hyderabad,503,8.4,4225.2
10,Ahmedabad,589,7.9,4653.1
11,Navi Mumbai,381,9.3,3543.3
4,New Delhi,407,8.5,3459.5
8,Nagpur,706,8.9,6283.4
3,Hyderabad,387,8.4,3250.8
5,Shimla,632,7.7,4866.4
8,Mumbai,598,9.2,5501.6
11,New Delhi,500,8.5,4250
1,Shimla,612,7.7,4712.4
9,Navi Mumbai,655,9.3,6091.5
2,Pune,564,9.1,5132.4
2,Ratnagiri,522,7.4,3862.8
4,Noida,491,8.2,4026.2
6,Vadodara,479,7.8,3736.2
3,Chennai,457,8.8,4021.6
9,Noida,527,8.2,4321.4
7,Noida,471,8.2,3862.2
8,Faridabad,557,8.1,4511.7
6,Vadodara,463,7.8,3611.4
4,Noida,616,8.2,5051.2
12,Dahej,203,7.6,1542.8
1,Ahmedabad,594,7.9,4692.6
2,Gurgaon,481,8.3,3992.3
6,Chennai,583,8.8,5130.4
3,Mumbai,498,9.2,4581.6
6,New Delhi,675,8.5,5737.5
10,Gurgaon,503,8.3,4174.9
8,Nagpur,487,8.9,4334.3
7,Vadodara,366,7.8,2854.8
12,Ahmedabad,674,7.9,5324.6
12,Nagpur,603,8.9,5366.7
10,Kolkata,659,8.7,5733.3
6,Noida,488,8.2,4001.6
3,New Delhi,504,8.5,4284
9,Noida,323,8.2,2648.6
10,Ahmedabad,520,7.9,4108
1,Navi Mumbai,535,9.3,4975.5
1,Gurgaon,479,8.3,3975.7
6,Mumbai,527,9.2,4848.4
9,Nagpur,752,8.9,6692.8
11,Chennai,488,8.8,4294.4
9,Pune,306,9.1,2784.6
6,Mumbai,650,9.2,5980
10,New Delhi,675,8.5,5737.5
11,Mumbai,586,9.2,5391.2
7,Hyderabad,530,8.4,4452
12,Noida,567,8.2,4649.4
10,Noida,478,8.2,3919.6
7,Kolkata,720,8.7,6264
11,Ahmedabad,453,7.9,3578.7
9,Faridabad,571,8.1,4625.1
1,Shimla,632,7.7,4866.4
7,Dahej,475,7.6,3610
3,Ahmedabad,575,7.9,4542.5
1,Nagpur,481,8.9,4280.9
11,Faridabad,356,8.1,2883.6
8,Dahej,480,7.6,3648
8,Ahmedabad,484,7.9,3823.6
7,Faridabad,691,8.1,5597.1
2,Gurgaon,345,8.3,2863.5
4,Chennai,454,8.8,3995.2
6,Hyderabad,542,8.4,4552.8
1,Chennai,416,8.8,3660.8
9,Navi Mumbai,360,9.3,3348
1,Noida,674,8.2,5526.8
8,Mumbai,486,9.2,4471.2
2,Chennai,330,8.8,2904
7,Chennai,671,8.8,5904.8
5,Mumbai,457,9.2,4204.4
3,Ratnagiri,481,7.4,3559.4
11,Noida,765,8.2,6273
2,Faridabad,557,8.1,4511.7
12,Ratnagiri,344,7.4,2545.6
2,Dahej,578,7.6,4392.8
4,Nagpur,256,8.9,2278.4
4,Faridabad,558,8.1,4519.8
11,Faridabad,349,8.1,2826.9
11,Mumbai,522,9.2,4802.4
2,Faridabad,586,8.1,4746.6
2,Dahej,458,7.6,3480.8
8,Shimla,592,7.7,4558.4
1,Vadodara,733,7.8,5717.4
9,Faridabad,420,8.1,3402
7,Pune,195,9.1,1774.5
3,Ratnagiri,464,7.4,3433.6
5,Vadodara,382,7.8,2979.6
6,Pune,601,9.1,5469.1
6,Faridabad,374,8.1,3029.4
9,Navi Mumbai,443,9.3,4119.9
6,New Delhi,603,8.5,5125.5
8,Mumbai,432,9.2,3974.4
2,Ahmedabad,470,7.9,3713
11,Dahej,588,7.6,4468.8
9,Pune,431,9.1,3922.1
3,New Delhi,601,8.5,5108.5
8,Pune,385,9.1,3503.5
7,Shimla,597,7.7,4596.9
6,Navi Mumbai,626,9.3,5821.8
2,Hyderabad,571,8.4,4796.4
3,Hyderabad,285,8.4,2394
10,Hyderabad,567,8.4,4762.8
11,Navi Mumbai,774,9.3,7198.2
7,Chennai,600,8.8,5280
12,Gurgaon,396,8.3,3286.8
11,Hyderabad,608,8.4,5107.2
3,Navi Mumbai,440,9.3,4092
4,Chennai,599,8.8,5271.2
9,Chennai,422,8.8,3713.6
6,Shimla,808,7.7,6221.6
9,Gurgaon,439,8.3,3643.7
8,Gurgaon,708,8.3,5876.4
8,Kolkata,434,8.7,3775.8
5,Kolkata,387,8.7,3366.9
3,Navi Mumbai,703,9.3,6537.9
7,Nagpur,748,8.9,6657.2
7,Navi Mumbai,557,9.3,5180.1
1,Dahej,291,7.6,2211.6
4,Dahej,450,7.6,3420
2,Chennai,540,8.8,4752
6,Ratnagiri,548,7.4,4055.2
8,Noida,528,8.2,4329.6
10,Navi Mumbai,633,9.3,5886.9
10,Dahej,608,7.6,4620.8
5,Noida,553,8.2,4534.6
6,Ahmedabad,574,7.9,4534.6
9,Nagpur,686,8.9,6105.4
9,Chennai,594,8.8,5227.2
9,Navi Mumbai,456,9.3,4240.8
12,Pune,643,9.1,5851.3
6,Ratnagiri,483,7.4,3574.2
11,Gurgaon,781,8.3,6482.3
5,Dahej,643,7.6,4886.8
9,Chennai,521,8.8,4584.8
9,Gurgaon,410,8.3,3403
1,New Delhi,778,8.5,6613
12,New Delhi,623,8.5,5295.5
8,Faridabad,400,8.1,3240
7,Nagpur,626,8.9,5571.4
4,Shimla,452,7.7,3480.4
10,Gurgaon,644,8.3,5345.2
8,Chennai,705,8.8,6204
5,New Delhi,277,8.5,2354.5
2,Faridabad,385,8.1,3118.5
3,Kolkata,599,8.7,5211.3
9,Ahmedabad,634,7.9,5008.6
11,Hyderabad,492,8.4,4132.8
4,Chennai,748,8.8,6582.4
2,Navi Mumbai,399,9.3,3710.7
9,Nagpur,515,8.9,4583.5
2,Ratnagiri,513,7.4,3796.2
5,New Delhi,430,8.5,3655
12,Hyderabad,597,8.4,5014.8
12,Noida,664,8.2,5444.8
11,Faridabad,432,8.1,3499.2
2,Nagpur,319,8.9,2839.1
1,Noida,456,8.2,3739.2
8,Shimla,405,7.7,3118.5
2,Ratnagiri,567,7.4,4195.8
4,Hyderabad,424,8.4,3561.6
5,Kolkata,633,8.7,5507.1
4,Ratnagiri,596,7.4,4410.4
6,Navi Mumbai,483,9.3,4491.9
1,Noida,289,8.2,2369.8
10,Ahmedabad,535,7.9,4226.5
4,New Delhi,474,8.5,4029
11,New Delhi,486,8.5,4131
4,Vadodara,420,7.8,3276
11,Pune,377,9.1,3430.7
7,Faridabad,503,8.1,4074.3
7,Vadodara,782,7.8,6099.6
3,Faridabad,425,8.1,3442.5
10,Ahmedabad,448,7.9,3539.2
9,Noida,523,8.2,4288.6
1,Gurgaon,728,8.3,6042.4
7,Nagpur,600,8.9,5340
3,Noida,573,8.2,4698.6
7,Faridabad,539,8.1,4365.9
10,Hyderabad,588,8.4,4939.2
7,Shimla,419,7.7,3226.3
11,Navi Mumbai,641,9.3,5961.3
4,Faridabad,446,8.1,3612.6
5,Noida,294,8.2,2410.8
10,Noida,451,8.2,3698.2
11,Chennai,400,8.8,3520
5,Chennai,466,8.8,4100.8
3,Gurgaon,410,8.3,3403
8,Noida,671,8.2,5502.2
7,Nagpur,546,8.9,4859.4
12,Navi Mumbai,351,9.3,3264.3
3,Hyderabad,641,8.4,5384.4
10,Noida,375,8.2,3075
8,Mumbai,435,9.2,4002
7,Hyderabad,573,8.4,4813.2
8,Navi Mumbai,640,9.3,5952
8,Mumbai,648,9.2,5961.6
10,Kolkata,612,8.7,5324.4
3,Mumbai,524,9.2,4820.8
9,Kolkata,258,8.7,2244.6
10,Shimla,400,7.7,3080
1,Pune,433,9.1,3940.3
10,Noida,368,8.2,3017.6
3,Faridabad,489,8.1,3960.9
7,Ahmedabad,733,7.9,5790.7
4,Shimla,642,7.7,4943.4
11,Dahej,478,7.6,3632.8
7,New Delhi,735,8.5,6247.5
10,Pune,521,9.1,4741.1
6,Vadodara,430,7.8,3354
11,Chennai,718,8.8,6318.4
9,Ahmedabad,635,7.9,5016.5
1,Chennai,533,8.8,4690.4
11,Gurgaon,334,8.3,2772.2
4,Mumbai,497,9.2,4572.4
3,Pune,561,9.1,5105.1
10,New Delhi,543,8.5,4615.5
12,Ahmedabad,427,7.9,3373.3
8,Vadodara,493,7.8,3845.4
8,Hyderabad,505,8.4,4242
4,Vadodara,763,7.8,5951.4
4,Ratnagiri,372,7.4,2752.8
2,Dahej,351,7.6,2667.6
12,Noida,443,8.2,3632.6
6,Navi Mumbai,498,9.3,4631.4
2,Navi Mumbai,645,9.3,5998.5
12,Vadodara,592,7.8,4617.6
1,Chennai,397,8.8,3493.6
10,Nagpur,551,8.9,4903.9
5,Vadodara,762,7.8,5943.6
9,Dahej,618,7.6,4696.8
4,Noida,565,8.2,4633
6,Chennai,534,8.8,4699.2
3,Ratnagiri,609,7.4,4506.6
7,Hyderabad,660,8.4,5544
11,Ratnagiri,555,7.4,4107
7,New Delhi,451,8.5,3833.5
8,Chennai,545,8.8,4796
10,Faridabad,486,8.1,3936.6
7,Noida,569,8.2,4665.8
10,New Delhi,542,8.5,4607
12,Ahmedabad,631,7.9,4984.9
5,Nagpur,528,8.9,4699.2
8,Pune,569,9.1,5177.9
2,Nagpur,411,8.9,3657.9
2,Ratnagiri,442,7.4,3270.8
4,Gurgaon,494,8.3,4100.2
1,Gurgaon,351,8.3,2913.3
10,Mumbai,604,9.2,5556.8
8,Navi Mumbai,648,9.3,6026.4
1,Dahej,510,7.6,3876
9,Mumbai,353,9.2,3247.6
8,Shimla,637,7.7,4904.9
5,Vadodara,496,7.8,3868.8
9,Vadodara,459,7.8,3580.2
11,Dahej,579,7.6,4400.4
7,Shimla,555,7.7,4273.5
11,Vadodara,514,7.8,4009.2
7,Mumbai,532,9.2,4894.4
12,Navi Mumbai,499,9.3,4640.7
5,Dahej,464,7.6,3526.4
6,New Delhi,606,8.5,5151
7,New Delhi,579,8.5,4921.5
1,Noida,782,8.2,6412.4
6,Navi Mumbai,464,9.3,4315.2
12,New Delhi,320,8.5,2720
6,Pune,486,9.1,4422.6
12,Hyderabad,521,8.4,4376.4
2,Noida,478,8.2,3919.6
11,Dahej,685,7.6,5206
8,Noida,743,8.2,6092.6
9,Vadodara,417,7.8,3252.6
8,Mumbai,443,9.2,4075.6
5,Chennai,449,8.8,3951.2
2,Hyderabad,244,8.4,2049.6
8,Hyderabad,399,8.4,3351.6
6,Pune,405,9.1,3685.5
11,Faridabad,495,8.1,4009.5
9,Hyderabad,268,8.4,2251.2
7,Dahej,316,7.6,2401.6
4,Faridabad,497,8.1,4025.7
2,Ahmedabad,206,7.9,1627.4
3,Navi Mumbai,500,9.3,4650
12,Mumbai,506,9.2,4655.2
10,Shimla,574,7.7,4419.8
5,Vadodara,348,7.8,2714.4
11,Faridabad,595,8.1,4819.5
8,New Delhi,390,8.5,3315
2,Shimla,578,7.7,4450.6
2,Kolkata,387,8.7,3366.9
11,Pune,590,9.1,5369
6,Gurgaon,346,8.3,2871.8
2,Shimla,490,7.7,3773
6,Gurgaon,255,8.3,2116.5
7,New Delhi,725,8.5,6162.5
5,Dahej,288,7.6,2188.8
8,Noida,546,8.2,4477.2
10,Mumbai,416,9.2,3827.2
6,Kolkata,761,8.7,6620.7
3,Kolkata,563,8.7,4898.1
11,Gurgaon,314,8.3,2606.2
11,Navi Mumbai,891,9.3,8286.3
3,Mumbai,574,9.2,5280.8
3,Kolkata,636,8.7,5533.2
10,Gurgaon,594,8.3,4930.2
12,Nagpur,507,8.9,4512.3
11,Navi Mumbai,397,9.3,3692.1
3,Gurgaon,449,8.3,3726.7
3,Kolkata,372,8.7,3236.4
12,Chennai,489,8.8,4303.2
7,Ratnagiri,489,7.4,3618.6
8,Gurgaon,366,8.3,3037.8
11,Shimla,634,7.7,4881.8
10,New Delhi,558,8.5,4743
7,Dahej,665,7.6,5054
1,Ratnagiri,568,7.4,4203.2
11,Ahmedabad,551,7.9,4352.9
2,Pune,477,9.1,4340.7
2,Mumbai,570,9.2,5244
12,Pune,543,9.1,4941.3
2,Chennai,396,8.8,3484.8
6,Noida,325,8.2,2665
3,New Delhi,544,8.5,4624
7,Mumbai,489,9.2,4498.8
8,Mumbai,561,9.2,5161.2
2,Faridabad,471,8.1,3815.1
6,Pune,421,9.1,3831.1
7,Dahej,686,7.6,5213.6
12,Hyderabad,664,8.4,5577.6
8,Ahmedabad,542,7.9,4281.8
4,Ahmedabad,662,7.9,5229.8
12,Chennai,523,8.8,4602.4
3,Faridabad,280,8.1,2268
1,Gurgaon,713,8.3,5917.9
4,Faridabad,713,8.1,5775.3
2,Ahmedabad,446,7.9,3523.4
11,Ahmedabad,353,7.9,2788.7
1,New Delhi,441,8.5,3748.5
10,Navi Mumbai,428,9.3,3980.4
8,Mumbai,659,9.2,6062.8
7,Faridabad,380,8.1,3078
4,Chennai,589,8.8,5183.2
10,Shimla,323,7.7,2487.1
9,Kolkata,786,8.7,6838.2
10,Mumbai,582,9.2,5354.4
9,Shimla,326,7.7,2510.2
10,Pune,620,9.1,5642
7,Dahej,630,7.6,4788
10,Shimla,638,7.7,4912.6
6,Ahmedabad,551,7.9,4352.9
3,Dahej,482,7.6,3663.2
12,Shimla,576,7.7,4435.2
1,Noida,644,8.2,5280.8
9,Noida,575,8.2,4715
9,Mumbai,644,9.2,5924.8
1,Dahej,623,7.6,4734.8
5,Mumbai,588,9.2,5409.6
6,Ahmedabad,462,7.9,3649.8
9,Kolkata,423,8.7,3680.1
12,Navi Mumbai,557,9.3,5180.1
11,Gurgaon,524,8.3,4349.2
5,Navi Mumbai,410,9.3,3813
12,Noida,377,8.2,3091.4
10,Vadodara,496,7.8,3868.8
12,Noida,506,8.2,4149.2
10,Hyderabad,551,8.4,4628.4
4,Chennai,774,8.8,6811.2
7,Shimla,427,7.7,3287.9
1,Chennai,250,8.8,2200
2,Nagpur,343,8.9,3052.7
7,Gurgaon,502,8.3,4166.6
8,Chennai,674,8.8,5931.2
1,Mumbai,519,9.2,4774.8
12,Kolkata,457,8.7,3975.9
12,Kolkata,680,8.7,5916
1,Shimla,434,7.7,3341.8
3,Mumbai,526,9.2,4839.2
7,Mumbai,374,9.2,3440.8
6,Kolkata,541,8.7,4706.7
5,Kolkata,506,8.7,4402.2
4,Noida,497,8.2,4075.4
2,Vadodara,396,7.8,3088.8
4,Navi Mumbai,531,9.3,4938.3
9,Faridabad,525,8.1,4252.5
3,Gurgaon,648,8.3,5378.4
5,Vadodara,741,7.8,5779.8
5,Shimla,488,7.7,3757.6
9,Nagpur,495,8.9,4405.5
6,Chennai,692,8.8,6089.6
2,Gurgaon,423,8.3,3510.9
3,Gurgaon,291,8.3,2415.3
2,Ahmedabad,355,7.9,2804.5
7,Navi Mumbai,646,9.3,6007.8
1,Vadodara,668,7.8,5210.4
2,Shimla,406,7.7,3126.2
6,Navi Mumbai,739,9.3,6872.7
2,Nagpur,310,8.9,2759
12,Noida,623,8.2,5108.6
10,Pune,554,9.1,5041.4
10,Nagpur,631,8.9,5615.9
12,Faridabad,544,8.1,4406.4
3,Dahej,427,7.6,3245.2
4,Gurgaon,227,8.3,1884.1
5,Ratnagiri,267,7.4,1975.8
2,Nagpur,474,8.9,4218.6
8,Mumbai,412,9.2,3790.4
5,Gurgaon,307,8.3,2548.1
3,Ratnagiri,564,7.4,4173.6
8,Noida,295,8.2,2419
7,Mumbai,561,9.2,5161.2
1,Noida,651,8.2,5338.2
7,Nagpur,729,8.9,6488.1
9,Pune,691,9.1,6288.1
7,Gurgaon,492,8.3,4083.6
4,Chennai,529,8.8,4655.2
2,Gurgaon,381,8.3,3162.3
7,Vadodara,472,7.8,3681.6
7,Mumbai,403,9.2,3707.6
12,Navi Mumbai,552,9.3,5133.6
7,Faridabad,511,8.1,4139.1
6,Pune,407,9.1,3703.7
2,Ahmedabad,264,7.9,2085.6
2,Vadodara,599,7.8,4672.2
11,Navi Mumbai,375,9.3,3487.5
5,Ahmedabad,615,7.9,4858.5
4,Noida,511,8.2,4190.2
2,Gurgaon,354,8.3,2938.2
9,Hyderabad,653,8.4,5485.2
8,Dahej,692,7.6,5259.2
12,Nagpur,314,8.9,2794.6
3,Dahej,447,7.6,3397.2
11,Pune,576,9.1,5241.6
5,Navi Mumbai,424,9.3,3943.2
11,Vadodara,502,7.8,3915.6
8,Faridabad,304,8.1,2462.4
1,Nagpur,575,8.9,5117.5
3,Noida,574,8.2,4706.8
6,Dahej,486,7.6,3693.6
12,Ratnagiri,347,7.4,2567.8
9,Kolkata,468,8.7,4071.6
9,Gurgaon,427,8.3,3544.1
3,Faridabad,587,8.1,4754.7
10,Ratnagiri,489,7.4,3618.6
6,Mumbai,488,9.2,4489.6
11,Mumbai,529,9.2,4866.8
10,Vadodara,464,7.8,3619.2
11,Pune,522,9.1,4750.2
8,Dahej,556,7.6,4225.6
5,Hyderabad,478,8.4,4015.2
8,Mumbai,634,9.2,5832.8
7,Noida,615,8.2,5043
9,Shimla,404,7.7,3110.8
1,Shimla,399,7.7,3072.3
4,Hyderabad,452,8.4,3796.8
10,Ratnagiri,309,7.4,2286.6
4,Ahmedabad,392,7.9,3096.8
11,Vadodara,645,7.8,5031
12,Dahej,233,7.6,1770.8
1,Pune,571,9.1,5196.1
12,Pune,327,9.1,2975.7
5,Nagpur,689,8.9,6132.1
1,Hyderabad,454,8.4,3813.6
9,Gurgaon,418,8.3,3469.4
7,Mumbai,593,9.2,5455.6
4,Nagpur,290,8.9,2581
8,Pune,713,9.1,6488.3
11,Hyderabad,463,8.4,3889.2
10,Shimla,418,7.7,3218.6
9,Navi Mumbai,388,9.3,3608.4
12,Hyderabad,328,8.4,2755.2
5,Kolkata,612,8.7,5324.4
1,Navi Mumbai,270,9.3,2511
11,Pune,583,9.1,5305.3
8,Navi Mumbai,474,9.3,4408.2
12,Hyderabad,475,8.4,3990
8,Navi Mumbai,586,9.3,5449.8
9,Navi Mumbai,719,9.3,6686.7
2,Vadodara,412,7.8,3213.6
5,Shimla,717,7.7,5520.9
6,New Delhi,375,8.5,3187.5
12,Navi Mumbai,446,9.3,4147.8
10,Shimla,515,7.7,3965.5
6,Pune,547,9.1,4977.7
7,Hyderabad,640,8.4,5376
5,Chennai,475,8.8,4180
5,Dahej,408,7.6,3100.8
8,Shimla,530,7.7,4081
2,Hyderabad,446,8.4,3746.4
5,Noida,549,8.2,4501.8
4,Hyderabad,381,8.4,3200.4
12,Kolkata,673,8.7,5855.1
4,Gurgaon,668,8.3,5544.4
5,Kolkata,597,8.7,5193.9
6,Pune,514,9.1,4677.4
6,Ahmedabad,358,7.9,2828.2
